Feature: telephone	 	Log Val: 4.382026634673881		 Sense: PHONE 
Feature: taped		Log Val: 1.0		 Sense: PRODUCT 
Feature: short		Log Val: 1.0		 Sense: PRODUCT 
Feature: oliver		Log Val: 1.0		 Sense: PRODUCT 
Feature: naquin		Log Val: 1.0		 Sense: PRODUCT 
Feature: quiet		Log Val: 1.0		 Sense: PRODUCT 
Feature: elation		Log Val: 1.0		 Sense: PRODUCT 
Feature: wilkie		Log Val: 1.0		 Sense: PRODUCT 
Feature: wilkin		Log Val: 1.0		 Sense: PRODUCT 
Feature: respond		Log Val: 1.0		 Sense: PRODUCT 
Feature: sculpin		Log Val: 1.0		 Sense: PRODUCT 
Feature: ocean		Log Val: 1.0		 Sense: PRODUCT 
Feature: swell		Log Val: 1.0		 Sense: PRODUCT 
Feature: rock		Log Val: 1.0		 Sense: PRODUCT 
Feature: bottom		Log Val: 1.0		 Sense: PRODUCT 
Feature: depressed		Log Val: 1.0		 Sense: PRODUCT 
Feature: hardscrabble		Log Val: 1.0		 Sense: PRODUCT 
Feature: fewer		Log Val: 1.0		 Sense: PRODUCT 
Feature: 8200		Log Val: 1.0		 Sense: PRODUCT 
Feature: actual		Log Val: 1.0		 Sense: PRODUCT 
Feature: reduction		Log Val: 1.0		 Sense: PRODUCT 
Feature: lacked		Log Val: 1.0		 Sense: PRODUCT 
Feature: effectiveness		Log Val: 1.0		 Sense: PRODUCT 
Feature: german		Log Val: 1.0		 Sense: PRODUCT 
Feature: bundesbank		Log Val: 1.0		 Sense: PRODUCT 
Feature: dollar		Log Val: 1.0		 Sense: PRODUCT 
Feature: seduction		Log Val: 1.0		 Sense: PRODUCT 
Feature: surefire		Log Val: 1.0		 Sense: PRODUCT 
Feature: story		Log Val: 1.0		 Sense: PRODUCT 
Feature: stuff		Log Val: 1.0		 Sense: PRODUCT 
Feature: hope		Log Val: 1.0		 Sense: PRODUCT 
Feature: isal		Log Val: 1.0		 Sense: PRODUCT 
Feature: abolished		Log Val: 1.0		 Sense: PRODUCT 
Feature: semantic		Log Val: 1.0		 Sense: PRODUCT 
Feature: dispute		Log Val: 1.0		 Sense: PRODUCT 
Feature: spring		Log Val: 1.0		 Sense: PRODUCT 
Feature: ma		Log Val: 1.0		 Sense: PRODUCT 
Feature: interstate		Log Val: 1.0		 Sense: PRODUCT 
Feature: tariffs		Log Val: 1.0		 Sense: PRODUCT 
Feature: type		Log Val: 1.0		 Sense: PRODUCT 
Feature: 2006		Log Val: 1.0		 Sense: PRODUCT 
Feature: represented		Log Val: 1.0		 Sense: PRODUCT 
Feature: walked		Log Val: 1.0		 Sense: PRODUCT 
Feature: straight		Log Val: 1.0		 Sense: PRODUCT 
Feature: booth		Log Val: 1.0		 Sense: PRODUCT 
Feature: merlins		Log Val: 1.0		 Sense: PRODUCT 
Feature: moon		Log Val: 1.0		 Sense: PRODUCT 
Feature: dispatched		Log Val: 1.0		 Sense: PRODUCT 
Feature: wellearned		Log Val: 1.0		 Sense: PRODUCT 
Feature: rest		Log Val: 1.0		 Sense: PRODUCT 
Feature: brief		Log Val: 1.0		 Sense: PRODUCT 
Feature: regular		Log Val: 1.0		 Sense: PRODUCT 
Feature: responsibilities		Log Val: 1.0		 Sense: PRODUCT 
Feature: detective		Log Val: 1.0		 Sense: PRODUCT 
Feature: brice		Log Val: 1.0		 Sense: PRODUCT 
Feature: handed		Log Val: 1.0		 Sense: PRODUCT 
Feature: receiver		Log Val: 1.0		 Sense: PRODUCT 
Feature: table		Log Val: 1.0		 Sense: PRODUCT 
Feature: heres		Log Val: 1.0		 Sense: PRODUCT 
Feature: ballistics		Log Val: 1.0		 Sense: PRODUCT 
Feature: sir		Log Val: 1.0		 Sense: PRODUCT 
Feature: yes		Log Val: 1.0		 Sense: PRODUCT 
Feature: bureau		Log Val: 1.0		 Sense: PRODUCT 
Feature: investigation		Log Val: 1.0		 Sense: PRODUCT 
Feature: agents		Log Val: 1.0		 Sense: PRODUCT 
Feature: probing		Log Val: 1.0		 Sense: PRODUCT 
Feature: irancontra		Log Val: 1.0		 Sense: PRODUCT 
Feature: affair		Log Val: 1.0		 Sense: PRODUCT 
Feature: assigned		Log Val: 1.0		 Sense: PRODUCT 
Feature: bugged		Log Val: 1.0		 Sense: PRODUCT 
Feature: rolms		Log Val: 1.0		 Sense: PRODUCT 
Feature: automated		Log Val: 1.0		 Sense: PRODUCT 
Feature: branch		Log Val: 1.0		 Sense: PRODUCT 
Feature: exchanges		Log Val: 1.0		 Sense: PRODUCT 
Feature: handling		Log Val: 1.0		 Sense: PRODUCT 
Feature: dataquest		Log Val: 1.0		 Sense: PRODUCT 
Feature: jose		Log Val: 1.0		 Sense: PRODUCT 
Feature: califbased		Log Val: 1.0		 Sense: PRODUCT 
Feature: booths		Log Val: 1.0		 Sense: PRODUCT 
Feature: guy		Log Val: 1.0		 Sense: PRODUCT 
Feature: horse		Log Val: 1.0		 Sense: PRODUCT 
Feature: bookie		Log Val: 1.0		 Sense: PRODUCT 
Feature: hospital		Log Val: 1.0		 Sense: PRODUCT 
Feature: ringing		Log Val: 1.0		 Sense: PRODUCT 
Feature: hot		Log Val: 1.0		 Sense: PRODUCT 
Feature: rankings		Log Val: 1.0		 Sense: PRODUCT 
Feature: emphasizing		Log Val: 1.0		 Sense: PRODUCT 
Feature: diversification		Log Val: 1.0		 Sense: PRODUCT 
Feature: unable		Log Val: 1.0		 Sense: PRODUCT 
Feature: stressing		Log Val: 1.0		 Sense: PRODUCT 
Feature: standish		Log Val: 1.0		 Sense: PRODUCT 
Feature: emended		Log Val: 1.0		 Sense: PRODUCT 
Feature: proof		Log Val: 1.0		 Sense: PRODUCT 
Feature: sheet		Log Val: 1.0		 Sense: PRODUCT 
Feature: left		Log Val: 1.0		 Sense: PRODUCT 
Feature: goodman		Log Val: 1.0		 Sense: PRODUCT 
Feature: hung		Log Val: 1.0		 Sense: PRODUCT 
Feature: immediately		Log Val: 1.0		 Sense: PRODUCT 
Feature: dc		Log Val: 1.0		 Sense: PRODUCT 
Feature: staley		Log Val: 1.0		 Sense: PRODUCT 
Feature: expectations		Log Val: 1.0		 Sense: PRODUCT 
Feature: rate		Log Val: 1.0		 Sense: PRODUCT 
Feature: net		Log Val: 1.0		 Sense: PRODUCT 
Feature: income		Log Val: 1.0		 Sense: PRODUCT 
Feature: slowed		Log Val: 1.0		 Sense: PRODUCT 
Feature: somewhat		Log Val: 1.0		 Sense: PRODUCT 
Feature: due		Log Val: 1.0		 Sense: PRODUCT 
Feature: investments		Log Val: 1.0		 Sense: PRODUCT 
Feature: improve		Log Val: 1.0		 Sense: PRODUCT 
Feature: nynexs		Log Val: 1.0		 Sense: PRODUCT 
Feature: term		Log Val: 1.0		 Sense: PRODUCT 
Feature: financial		Log Val: 1.0		 Sense: PRODUCT 
Feature: outlook		Log Val: 1.0		 Sense: PRODUCT 
Feature: 143		Log Val: 1.0		 Sense: PRODUCT 
Feature: alvin		Log Val: 1.0		 Sense: PRODUCT 
Feature: jerked		Log Val: 1.0		 Sense: PRODUCT 
Feature: shouted		Log Val: 1.0		 Sense: PRODUCT 
Feature: twoyear		Log Val: 1.0		 Sense: PRODUCT 
Feature: swedish		Log Val: 1.0		 Sense: PRODUCT 
Feature: leading		Log Val: 1.0		 Sense: PRODUCT 
Feature: ericsson		Log Val: 1.0		 Sense: PRODUCT 
Feature: taken		Log Val: 1.0		 Sense: PRODUCT 
Feature: 442000		Log Val: 1.0		 Sense: PRODUCT 
Feature: supply		Log Val: 1.0		 Sense: PRODUCT 
Feature: switching		Log Val: 1.0		 Sense: PRODUCT 
Feature: continuing		Log Val: 1.0		 Sense: PRODUCT 
Feature: cutbacks		Log Val: 1.0		 Sense: PRODUCT 
Feature: personnel		Log Val: 1.0		 Sense: PRODUCT 
Feature: irritate		Log Val: 1.0		 Sense: PRODUCT 
Feature: alreadyfrustrated		Log Val: 1.0		 Sense: PRODUCT 
Feature: mario		Log Val: 1.0		 Sense: PRODUCT 
Feature: maltese		Log Val: 1.0		 Sense: PRODUCT 
Feature: fidelity		Log Val: 1.0		 Sense: PRODUCT 
Feature: shareholder		Log Val: 1.0		 Sense: PRODUCT 
Feature: audiovisualsystems		Log Val: 1.0		 Sense: PRODUCT 
Feature: mineola		Log Val: 1.0		 Sense: PRODUCT 
Feature: caused		Log Val: 1.0		 Sense: PRODUCT 
Feature: seeking		Log Val: 1.0		 Sense: PRODUCT 
Feature: fidelitys		Log Val: 1.0		 Sense: PRODUCT 
Feature: lifted		Log Val: 1.0		 Sense: PRODUCT 
Feature: federation		Log Val: 1.0		 Sense: PRODUCT 
Feature: albany		Log Val: 1.0		 Sense: PRODUCT 
Feature: wins		Log Val: 1.0		 Sense: PRODUCT 
Feature: pilot		Log Val: 1.0		 Sense: PRODUCT 
Feature: eveningshift		Log Val: 1.0		 Sense: PRODUCT 
Feature: daycare		Log Val: 1.0		 Sense: PRODUCT 
Feature: yettoberatified		Log Val: 1.0		 Sense: PRODUCT 
Feature: pact		Log Val: 1.0		 Sense: PRODUCT 
Feature: latchkey		Log Val: 1.0		 Sense: PRODUCT 
Feature: kids		Log Val: 1.0		 Sense: PRODUCT 
Feature: whirlpool		Log Val: 1.0		 Sense: PRODUCT 
Feature: appealing		Log Val: 1.0		 Sense: PRODUCT 
Feature: conducted		Log Val: 1.0		 Sense: PRODUCT 
Feature: survey		Log Val: 1.0		 Sense: PRODUCT 
Feature: schoolage		Log Val: 1.0		 Sense: PRODUCT 
Feature: alone		Log Val: 1.0		 Sense: PRODUCT 
Feature: loved		Log Val: 1.0		 Sense: PRODUCT 
Feature: counting		Log Val: 1.0		 Sense: PRODUCT 
Feature: hui		Log Val: 1.0		 Sense: PRODUCT 
Feature: matter		Log Val: 1.0		 Sense: PRODUCT 
Feature: son		Log Val: 1.0		 Sense: PRODUCT 
Feature: sentence		Log Val: 1.0		 Sense: PRODUCT 
Feature: won		Log Val: 1.0		 Sense: PRODUCT 
Feature: centrex		Log Val: 1.0		 Sense: PRODUCT 
Feature: reduce		Log Val: 1.0		 Sense: PRODUCT 
Feature: californias		Log Val: 1.0		 Sense: PRODUCT 
Feature: helped		Log Val: 1.0		 Sense: PRODUCT 
Feature: highest		Log Val: 1.0		 Sense: PRODUCT 
Feature: bells		Log Val: 1.0		 Sense: PRODUCT 
Feature: listen		Log Val: 1.0		 Sense: PRODUCT 
Feature: extensions		Log Val: 1.0		 Sense: PRODUCT 
Feature: incoming		Log Val: 1.0		 Sense: PRODUCT 
Feature: nor		Log Val: 1.0		 Sense: PRODUCT 
Feature: 4		Log Val: 1.0		 Sense: PRODUCT 
Feature: promote		Log Val: 1.0		 Sense: PRODUCT 
Feature: inexpensive		Log Val: 1.0		 Sense: PRODUCT 
Feature: alternative		Log Val: 1.0		 Sense: PRODUCT 
Feature: monthly		Log Val: 1.0		 Sense: PRODUCT 
Feature: totals		Log Val: 1.0		 Sense: PRODUCT 
Feature: depending		Log Val: 1.0		 Sense: PRODUCT 
Feature: geographical		Log Val: 1.0		 Sense: PRODUCT 
Feature: cheerful		Log Val: 1.0		 Sense: PRODUCT 
Feature: south		Log Val: 1.0		 Sense: PRODUCT 
Feature: orleans		Log Val: 1.0		 Sense: PRODUCT 
Feature: miles		Log Val: 1.0		 Sense: PRODUCT 
Feature: fiber		Log Val: 1.0		 Sense: PRODUCT 
Feature: optic		Log Val: 1.0		 Sense: PRODUCT 
Feature: cable		Log Val: 1.0		 Sense: PRODUCT 
Feature: preparing		Log Val: 1.0		 Sense: PRODUCT 
Feature: relay		Log Val: 1.0		 Sense: PRODUCT 
Feature: parked		Log Val: 1.0		 Sense: PRODUCT 
Feature: jacks		Log Val: 1.0		 Sense: PRODUCT 
Feature: transmission		Log Val: 1.0		 Sense: PRODUCT 
Feature: laptop		Log Val: 1.0		 Sense: PRODUCT 
Feature: cells		Log Val: 1.0		 Sense: PRODUCT 
Feature: organizations		Log Val: 1.0		 Sense: PRODUCT 
Feature: furiously		Log Val: 1.0		 Sense: PRODUCT 
Feature: 3600		Log Val: 1.0		 Sense: PRODUCT 
Feature: congress		Log Val: 1.0		 Sense: PRODUCT 
Feature: democratic		Log Val: 1.0		 Sense: PRODUCT 
Feature: starting		Log Val: 1.0		 Sense: PRODUCT 
Feature: today		Log Val: 1.0		 Sense: PRODUCT 
Feature: direction		Log Val: 1.0		 Sense: PRODUCT 
Feature: banker		Log Val: 1.0		 Sense: PRODUCT 
Feature: friday		Log Val: 1.0		 Sense: PRODUCT 
Feature: extending		Log Val: 1.0		 Sense: PRODUCT 
Feature: consideration		Log Val: 1.0		 Sense: PRODUCT 
Feature: participants		Log Val: 1.0		 Sense: PRODUCT 
Feature: seek		Log Val: 1.0		 Sense: PRODUCT 
Feature: identified		Log Val: 1.0		 Sense: PRODUCT 
Feature: themselves		Log Val: 1.0		 Sense: PRODUCT 
Feature: noonan		Log Val: 1.0		 Sense: PRODUCT 
Feature: astley		Log Val: 1.0		 Sense: PRODUCT 
Feature: pearce		Log Val: 1.0		 Sense: PRODUCT 
Feature: instantaneous		Log Val: 1.0		 Sense: PRODUCT 
Feature: exchangerate		Log Val: 1.0		 Sense: PRODUCT 
Feature: moves		Log Val: 1.0		 Sense: PRODUCT 
Feature: prestige		Log Val: 1.0		 Sense: PRODUCT 
Feature: appearance		Log Val: 1.0		 Sense: PRODUCT 
Feature: workings		Log Val: 1.0		 Sense: PRODUCT 
Feature: secretive		Log Val: 1.0		 Sense: PRODUCT 
Feature: chooses		Log Val: 1.0		 Sense: PRODUCT 
Feature: deliver		Log Val: 1.0		 Sense: PRODUCT 
Feature: chunks		Log Val: 1.0		 Sense: PRODUCT 
Feature: overall		Log Val: 1.0		 Sense: PRODUCT 
Feature: 28		Log Val: 1.0		 Sense: PRODUCT 
Feature: 121		Log Val: 1.0		 Sense: PRODUCT 
Feature: u		Log Val: 1.0		 Sense: PRODUCT 
Feature: 33		Log Val: 1.0		 Sense: PRODUCT 
Feature: weve		Log Val: 1.0		 Sense: PRODUCT 
Feature: automatic		Log Val: 1.0		 Sense: PRODUCT 
Feature: tracer		Log Val: 1.0		 Sense: PRODUCT 
Feature: feeds		Log Val: 1.0		 Sense: PRODUCT 
Feature: automatically		Log Val: 1.0		 Sense: PRODUCT 
Feature: locked		Log Val: 1.0		 Sense: PRODUCT 
Feature: twophone		Log Val: 1.0		 Sense: PRODUCT 
Feature: jazz		Log Val: 1.0		 Sense: PRODUCT 
Feature: frontal		Log Val: 1.0		 Sense: PRODUCT 
Feature: assault		Log Val: 1.0		 Sense: PRODUCT 
Feature: 270123		Log Val: 1.0		 Sense: PRODUCT 
Feature: adapter		Log Val: 1.0		 Sense: PRODUCT 
Feature: controller		Log Val: 1.0		 Sense: PRODUCT 
Feature: vendor		Log Val: 1.0		 Sense: PRODUCT 
Feature: nicely		Log Val: 1.0		 Sense: PRODUCT 
Feature: removed		Log Val: 1.0		 Sense: PRODUCT 
Feature: replaced		Log Val: 1.0		 Sense: PRODUCT 
Feature: ids64360		Log Val: 1.0		 Sense: PRODUCT 
Feature: mac16		Log Val: 1.0		 Sense: PRODUCT 
Feature: mini		Log Val: 1.0		 Sense: PRODUCT 
Feature: 256		Log Val: 1.0		 Sense: PRODUCT 
Feature: synchronous		Log Val: 1.0		 Sense: PRODUCT 
Feature: asynchronous		Log Val: 1.0		 Sense: PRODUCT 
Feature: hear		Log Val: 1.0		 Sense: PRODUCT 
Feature: sorts		Log Val: 1.0		 Sense: PRODUCT 
Feature: garbled		Log Val: 1.0		 Sense: PRODUCT 
Feature: commotion		Log Val: 1.0		 Sense: PRODUCT 
Feature: patients		Log Val: 1.0		 Sense: PRODUCT 
Feature: age		Log Val: 1.0		 Sense: PRODUCT 
Feature: hold		Log Val: 1.0		 Sense: PRODUCT 
Feature: advantage		Log Val: 1.0		 Sense: PRODUCT 
Feature: kinds		Log Val: 1.0		 Sense: PRODUCT 
Feature: checking		Log Val: 1.0		 Sense: PRODUCT 
Feature: airline		Log Val: 1.0		 Sense: PRODUCT 
Feature: schedules		Log Val: 1.0		 Sense: PRODUCT 
Feature: baseball		Log Val: 1.0		 Sense: PRODUCT 
Feature: scores		Log Val: 1.0		 Sense: PRODUCT 
Feature: tracking		Log Val: 1.0		 Sense: PRODUCT 
Feature: favorite		Log Val: 1.0		 Sense: PRODUCT 
Feature: stocks		Log Val: 1.0		 Sense: PRODUCT 
Feature: arranging		Log Val: 1.0		 Sense: PRODUCT 
Feature: watch		Log Val: 1.0		 Sense: PRODUCT 
Feature: payforview		Log Val: 1.0		 Sense: PRODUCT 
Feature: movies		Log Val: 1.0		 Sense: PRODUCT 
Feature: tv		Log Val: 1.0		 Sense: PRODUCT 
Feature: sets		Log Val: 1.0		 Sense: PRODUCT 
Feature: firestorm		Log Val: 1.0		 Sense: PRODUCT 
Feature: hesitant		Log Val: 1.0		 Sense: PRODUCT 
Feature: launching		Log Val: 1.0		 Sense: PRODUCT 
Feature: xrated		Log Val: 1.0		 Sense: PRODUCT 
Feature: dialled		Log Val: 1.0		 Sense: PRODUCT 
Feature: fire		Log Val: 1.0		 Sense: PRODUCT 
Feature: variety		Log Val: 1.0		 Sense: PRODUCT 
Feature: tapes		Log Val: 1.0		 Sense: PRODUCT 
Feature: sexiest		Log Val: 1.0		 Sense: PRODUCT 
Feature: love		Log Val: 1.0		 Sense: PRODUCT 
Feature: kittens		Log Val: 1.0		 Sense: PRODUCT 
Feature: pain		Log Val: 1.0		 Sense: PRODUCT 
Feature: humiliation		Log Val: 1.0		 Sense: PRODUCT 
Feature: deserve		Log Val: 1.0		 Sense: PRODUCT 
Feature: gotta		Log Val: 1.0		 Sense: PRODUCT 
Feature: cline		Log Val: 1.0		 Sense: PRODUCT 
Feature: houston		Log Val: 1.0		 Sense: PRODUCT 
Feature: amid		Log Val: 1.0		 Sense: PRODUCT 
Feature: growing		Log Val: 1.0		 Sense: PRODUCT 
Feature: disclose		Log Val: 1.0		 Sense: PRODUCT 
Feature: fifth		Log Val: 1.0		 Sense: PRODUCT 
Feature: 1800		Log Val: 1.0		 Sense: PRODUCT 
Feature: drop		Log Val: 1.0		 Sense: PRODUCT 
Feature: clipboards		Log Val: 1.0		 Sense: PRODUCT 
Feature: hand		Log Val: 1.0		 Sense: PRODUCT 
Feature: evaluate		Log Val: 1.0		 Sense: PRODUCT 
Feature: customeroriented		Log Val: 1.0		 Sense: PRODUCT 
Feature: burger		Log Val: 1.0		 Sense: PRODUCT 
Feature: king		Log Val: 1.0		 Sense: PRODUCT 
Feature: feedback		Log Val: 1.0		 Sense: PRODUCT 
Feature: damper		Log Val: 1.0		 Sense: PRODUCT 
Feature: airconditioner		Log Val: 1.0		 Sense: PRODUCT 
Feature: blown		Log Val: 1.0		 Sense: PRODUCT 
Feature: roof		Log Val: 1.0		 Sense: PRODUCT 
Feature: decrease		Log Val: 1.0		 Sense: PRODUCT 
Feature: install		Log Val: 1.0		 Sense: PRODUCT 
Feature: hightech		Log Val: 1.0		 Sense: PRODUCT 
Feature: houses		Log Val: 1.0		 Sense: PRODUCT 
Feature: ease		Log Val: 1.0		 Sense: PRODUCT 
Feature: takehome		Log Val: 1.0		 Sense: PRODUCT 
Feature: chores		Log Val: 1.0		 Sense: PRODUCT 
Feature: bert		Log Val: 1.0		 Sense: PRODUCT 
Feature: roberts		Log Val: 1.0		 Sense: PRODUCT 
Feature: jr		Log Val: 1.0		 Sense: PRODUCT 
Feature: mci		Log Val: 1.0		 Sense: PRODUCT 
Feature: copying		Log Val: 1.0		 Sense: PRODUCT 
Feature: weekends		Log Val: 1.0		 Sense: PRODUCT 
Feature: guba		Log Val: 1.0		 Sense: PRODUCT 
Feature: recording		Log Val: 1.0		 Sense: PRODUCT 
Feature: gubas		Log Val: 1.0		 Sense: PRODUCT 
Feature: 911		Log Val: 1.0		 Sense: PRODUCT 
Feature: played		Log Val: 1.0		 Sense: PRODUCT 
Feature: trial		Log Val: 1.0		 Sense: PRODUCT 
Feature: sitter		Log Val: 1.0		 Sense: PRODUCT 
Feature: begging		Log Val: 1.0		 Sense: PRODUCT 
Feature: ambulance		Log Val: 1.0		 Sense: PRODUCT 
Feature: consolidated		Log Val: 1.0		 Sense: PRODUCT 
Feature: anticipated		Log Val: 1.0		 Sense: PRODUCT 
Feature: nonrecurring		Log Val: 1.0		 Sense: PRODUCT 
Feature: legal		Log Val: 1.0		 Sense: PRODUCT 
Feature: fees		Log Val: 1.0		 Sense: PRODUCT 
Feature: below		Log Val: 1.0		 Sense: PRODUCT 
Feature: projections		Log Val: 1.0		 Sense: PRODUCT 
Feature: nine		Log Val: 1.0		 Sense: PRODUCT 
Feature: crawling		Log Val: 1.0		 Sense: PRODUCT 
Feature: kitchen		Log Val: 1.0		 Sense: PRODUCT 
Feature: floor		Log Val: 1.0		 Sense: PRODUCT 
Feature: reached		Log Val: 1.0		 Sense: PRODUCT 
Feature: nothing		Log Val: 1.0		 Sense: PRODUCT 
Feature: thems		Log Val: 1.0		 Sense: PRODUCT 
Feature: crackle		Log Val: 1.0		 Sense: PRODUCT 
Feature: chuckle		Log Val: 1.0		 Sense: PRODUCT 
Feature: board		Log Val: 1.0		 Sense: PRODUCT 
Feature: voted		Log Val: 1.0		 Sense: PRODUCT 
Feature: wait		Log Val: 1.0		 Sense: PRODUCT 
Feature: odwyer		Log Val: 1.0		 Sense: PRODUCT 
Feature: sarah		Log Val: 1.0		 Sense: PRODUCT 
Feature: interactive		Log Val: 1.0		 Sense: PRODUCT 
Feature: worked		Log Val: 1.0		 Sense: PRODUCT 
Feature: paramount		Log Val: 1.0		 Sense: PRODUCT 
Feature: lucasfilm		Log Val: 1.0		 Sense: PRODUCT 
Feature: blocking		Log Val: 1.0		 Sense: PRODUCT 
Feature: abuse		Log Val: 1.0		 Sense: PRODUCT 
Feature: mcpherson		Log Val: 1.0		 Sense: PRODUCT 
Feature: arms		Log Val: 1.0		 Sense: PRODUCT 
Feature: negotiator		Log Val: 1.0		 Sense: PRODUCT 
Feature: remember		Log Val: 1.0		 Sense: PRODUCT 
Feature: johnson		Log Val: 1.0		 Sense: PRODUCT 
Feature: pentagon		Log Val: 1.0		 Sense: PRODUCT 
Feature: promotion		Log Val: 1.0		 Sense: PRODUCT 
Feature: realizing		Log Val: 1.0		 Sense: PRODUCT 
Feature: carl		Log Val: 1.0		 Sense: PRODUCT 
Feature: warnecke		Log Val: 1.0		 Sense: PRODUCT 
Feature: architect		Log Val: 1.0		 Sense: PRODUCT 
Feature: dark		Log Val: 1.0		 Sense: PRODUCT 
Feature: tent		Log Val: 1.0		 Sense: PRODUCT 
Feature: kayitan		Log Val: 1.0		 Sense: PRODUCT 
Feature: kavas		Log Val: 1.0		 Sense: PRODUCT 
Feature: county		Log Val: 1.0		 Sense: PRODUCT 
Feature: commissioner		Log Val: 1.0		 Sense: PRODUCT 
Feature: shouts		Log Val: 1.0		 Sense: PRODUCT 
Feature: promises		Log Val: 1.0		 Sense: PRODUCT 
Feature: 8400		Log Val: 1.0		 Sense: PRODUCT 
Feature: blankets		Log Val: 1.0		 Sense: PRODUCT 
Feature: mothers		Log Val: 1.0		 Sense: PRODUCT 
Feature: chat		Log Val: 1.0		 Sense: PRODUCT 
Feature: developed		Log Val: 1.0		 Sense: PRODUCT 
Feature: form		Log Val: 1.0		 Sense: PRODUCT 
Feature: meetings		Log Val: 1.0		 Sense: PRODUCT 
Feature: too		Log Val: 1.0		 Sense: PRODUCT 
Feature: cumbersome		Log Val: 1.0		 Sense: PRODUCT 
Feature: costly		Log Val: 1.0		 Sense: PRODUCT 
Feature: mitsubishi		Log Val: 1.0		 Sense: PRODUCT 
Feature: begun		Log Val: 1.0		 Sense: PRODUCT 
Feature: accessory		Log Val: 1.0		 Sense: PRODUCT 
Feature: camera		Log Val: 1.0		 Sense: PRODUCT 
Feature: pictures		Log Val: 1.0		 Sense: PRODUCT 
Feature: ordinary		Log Val: 1.0		 Sense: PRODUCT 
Feature: sits		Log Val: 1.0		 Sense: PRODUCT 
Feature: front		Log Val: 1.0		 Sense: PRODUCT 
Feature: frames		Log Val: 1.0		 Sense: PRODUCT 
Feature: screen		Log Val: 1.0		 Sense: PRODUCT 
Feature: presses		Log Val: 1.0		 Sense: PRODUCT 
Feature: button		Log Val: 1.0		 Sense: PRODUCT 
Feature: seconds		Log Val: 1.0		 Sense: PRODUCT 
Feature: atlantic		Log Val: 1.0		 Sense: PRODUCT 
Feature: midatlantic		Log Val: 1.0		 Sense: PRODUCT 
Feature: region		Log Val: 1.0		 Sense: PRODUCT 
Feature: 68		Log Val: 1.0		 Sense: PRODUCT 
Feature: 47		Log Val: 1.0		 Sense: PRODUCT 
Feature: 162		Log Val: 1.0		 Sense: PRODUCT 
Feature: 157		Log Val: 1.0		 Sense: PRODUCT 
Feature: wilkenss		Log Val: 1.0		 Sense: PRODUCT 
Feature: congressional		Log Val: 1.0		 Sense: PRODUCT 
Feature: committee		Log Val: 1.0		 Sense: PRODUCT 
Feature: worry		Log Val: 1.0		 Sense: PRODUCT 
Feature: unauthorized		Log Val: 1.0		 Sense: PRODUCT 
Feature: success		Log Val: 1.0		 Sense: PRODUCT 
Feature: ezoe		Log Val: 1.0		 Sense: PRODUCT 
Feature: looked		Log Val: 1.0		 Sense: PRODUCT 
Feature: diversify		Log Val: 1.0		 Sense: PRODUCT 
Feature: recruit		Log Val: 1.0		 Sense: PRODUCT 
Feature: renting		Log Val: 1.0		 Sense: PRODUCT 
Feature: tie		Log Val: 1.0		 Sense: PRODUCT 
Feature: discovered		Log Val: 1.0		 Sense: PRODUCT 
Feature: critics		Log Val: 1.0		 Sense: PRODUCT 
Feature: manipulators		Log Val: 1.0		 Sense: PRODUCT 
Feature: oddly		Log Val: 1.0		 Sense: PRODUCT 
Feature: arent		Log Val: 1.0		 Sense: PRODUCT 
Feature: departments		Log Val: 1.0		 Sense: PRODUCT 
Feature: basically		Log Val: 1.0		 Sense: PRODUCT 
Feature: eliminated		Log Val: 1.0		 Sense: PRODUCT 
Feature: converting		Log Val: 1.0		 Sense: PRODUCT 
Feature: pulses		Log Val: 1.0		 Sense: PRODUCT 
Feature: generated		Log Val: 1.0		 Sense: PRODUCT 
Feature: sending		Log Val: 1.0		 Sense: PRODUCT 
Feature: isnt		Log Val: 1.0		 Sense: PRODUCT 
Feature: transmitted		Log Val: 1.0		 Sense: PRODUCT 
Feature: single		Log Val: 1.0		 Sense: PRODUCT 
Feature: rocky		Log Val: 1.0		 Sense: PRODUCT 
Feature: risen		Log Val: 1.0		 Sense: PRODUCT 
Feature: lately		Log Val: 1.0		 Sense: PRODUCT 
Feature: wants		Log Val: 1.0		 Sense: PRODUCT 
Feature: computing		Log Val: 1.0		 Sense: PRODUCT 
Feature: shipped		Log Val: 1.0		 Sense: PRODUCT 
Feature: anniversary		Log Val: 1.0		 Sense: PRODUCT 
Feature: culinova		Log Val: 1.0		 Sense: PRODUCT 
Feature: coss		Log Val: 1.0		 Sense: PRODUCT 
Feature: december		Log Val: 1.0		 Sense: PRODUCT 
Feature: shortly		Log Val: 1.0		 Sense: PRODUCT 
Feature: struggling		Log Val: 1.0		 Sense: PRODUCT 
Feature: scrapped		Log Val: 1.0		 Sense: PRODUCT 
Feature: underpriced		Log Val: 1.0		 Sense: PRODUCT 
Feature: overhead		Log Val: 1.0		 Sense: PRODUCT 
Feature: suppliers		Log Val: 1.0		 Sense: PRODUCT 
Feature: 90		Log Val: 1.0		 Sense: PRODUCT 
Feature: previous		Log Val: 1.0		 Sense: PRODUCT 
Feature: highermargin		Log Val: 1.0		 Sense: PRODUCT 
Feature: obsession		Log Val: 1.0		 Sense: PRODUCT 
Feature: cologne		Log Val: 1.0		 Sense: PRODUCT 
